id,text,timestamp,user_id,location_approx,source_platform,likes,shares,language
post_0541,Endless wait times at the Police Station in Thane. #inefficiency,2025-05-29 06:39:32.482925,user_4137,"Thane, Maharashtra",Instagram,329,97,en
post_0542,Thane में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-17 16:10:32.482948,user_4750,"Thane, Maharashtra",LocalForum,85,75,hinglish
post_0543,Heard a rumor that a celebrity visit is happening in Pune. Can anyone confirm? #fakenewsalert,2025-05-09 17:21:32.482966,user_6413,"Pune, Maharashtra",Twitter,443,58,hi
post_0544,बहुत अच्छा काम हो रहा है Kolkata में। #विकास,2025-05-24 05:10:32.482985,user_2854,"Kolkata, West Bengal",Twitter,48,63,en
post_0545,Power outage for hours in Nagpur! This is unacceptable. @ কর্তৃপক্ষ,2025-05-26 11:41:32.483003,user_6774,"Nagpur, Maharashtra",Facebook,375,84,hinglish
post_0546,Lucknow में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-18 10:09:32.483022,user_1781,"Lucknow, Uttar Pradesh",LocalForum,410,39,hi
post_0547,This new policy is a disaster for people in Ahmedabad.,2025-05-07 15:59:32.483040,user_6879,"Ahmedabad, Gujarat",Facebook,253,2,en
post_0548,Endless wait times at the Municipal Office in Kolkata. #inefficiency,2025-05-25 20:28:32.483059,user_2577,"Kolkata, West Bengal",Instagram,499,98,hi
post_0549,Weather in Bangalore is quite sunny today.,2025-05-28 01:09:32.483078,user_7744,"Bangalore, Karnataka",Facebook,378,49,hi
post_0550,Thank you for addressing the power cuts issue promptly!,2025-05-22 13:56:32.483096,user_3551,"Bhopal, Madhya Pradesh",Instagram,267,73,hi
post_0551,Terrible traffic jam again in Bhopal. When will this be fixed? #civicissue,2025-05-25 08:01:32.483115,user_1475,"Bhopal, Madhya Pradesh",Twitter,296,35,en
post_0552,Hyderabad में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-28 11:53:32.483138,user_7710,"Hyderabad, Telangana",Facebook,392,46,en
post_0553,Delhi में बिजली की कटौती से जनता परेशान। #powercut,2025-05-18 16:15:32.483156,user_6223,"Delhi, Delhi",Facebook,209,41,hinglish
post_0554,Forwarded as received: all schools closing tomorrow in Nagpur! Is this true?,2025-05-05 12:55:32.483175,user_3822,"Nagpur, Maharashtra",Facebook,335,2,hinglish
post_0555,Terrible traffic jam again in Delhi. When will this be fixed? #civicissue,2025-05-21 05:34:32.483193,user_2898,"Delhi, Delhi",Instagram,39,32,en
post_0556,Attended a meeting about education in Indore today.,2025-05-06 07:06:32.483212,user_8167,"Indore, Madhya Pradesh",Instagram,7,31,hinglish
post_0557,Heard a rumor that a natural disaster warning is happening in Patna. Can anyone confirm? #fakenewsalert,2025-05-05 16:18:32.483231,user_9804,"Patna, Bihar",Facebook,259,93,en
post_0558,They are saying a secret plan is underway about the the government in Kanpur.,2025-05-27 18:07:32.483253,user_6906,"Kanpur, Uttar Pradesh",Twitter,31,8,en
post_0559,Thane में बिजली की कटौती से जनता परेशान। #powercut,2025-05-21 21:15:32.483271,user_8183,"Thane, Maharashtra",Twitter,128,62,en
post_0560,Bhopal market seems busy as usual.,2025-05-20 09:08:32.483290,user_4604,"Bhopal, Madhya Pradesh",Facebook,157,12,hi
post_0561,"The roads in Ward 1, Ahmedabad are in pathetic condition. #badroads",2025-06-01 04:33:32.483312,user_2125,"Ahmedabad, Gujarat",Facebook,222,58,hinglish
post_0562,बहुत अच्छा काम हो रहा है Chennai में। #विकास,2025-05-11 03:36:32.483331,user_7274,"Chennai, Tamil Nadu",Facebook,352,67,hi
post_0563,Lucknow में illegal construction से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-08 12:27:32.483349,user_8833,"Lucknow, Uttar Pradesh",LocalForum,381,4,hi
post_0564,Endless wait times at the Collectorate in Thane. #inefficiency,2025-05-30 23:09:32.483371,user_1645,"Thane, Maharashtra",LocalForum,210,59,en
post_0565,This new policy is a disaster for people in Lucknow.,2025-05-21 21:59:32.483391,user_3990,"Lucknow, Uttar Pradesh",Instagram,363,72,en
post_0566,Warning! Unverified news about a local festival spreading in Thane.,2025-05-12 08:27:32.483411,user_1587,"Thane, Maharashtra",Instagram,475,29,hinglish
post_0567,Nagpur में theft से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-07 16:40:32.483429,user_7299,"Nagpur, Maharashtra",Twitter,247,89,hi
post_0568,Chennai में noise pollution से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-04 07:40:32.483448,user_2715,"Chennai, Tamil Nadu",Twitter,33,40,hi
post_0569,"The roads in Ward 14, Pune are in pathetic condition. #badroads",2025-05-14 17:43:32.483467,user_6433,"Pune, Maharashtra",Facebook,74,56,hinglish
post_0570,Attended a meeting about public safety in Indore today.,2025-05-10 16:39:32.483485,user_7416,"Indore, Madhya Pradesh",Facebook,324,10,en
post_0571,Weather in Kolkata is quite cloudy today.,2025-05-03 17:34:32.483504,user_9915,"Kolkata, West Bengal",LocalForum,380,15,en
post_0572,"The roads in Ward 9, Hyderabad are in pathetic condition. #badroads",2025-06-01 06:26:32.483523,user_1155,"Hyderabad, Telangana",LocalForum,46,38,en
post_0573,Feeling hopeful about developments in Hyderabad.,2025-05-27 23:41:32.483541,user_7144,"Hyderabad, Telangana",Instagram,455,86,hi
post_0574,Concerned about the rising stray animals in our area. #safety,2025-05-31 04:03:32.483560,user_7040,"Kanpur, Uttar Pradesh",LocalForum,302,37,hinglish
post_0575,Weather in Indore is quite cloudy today.,2025-05-18 11:26:32.483579,user_1948,"Indore, Madhya Pradesh",Facebook,301,13,en
post_0576,Feeling hopeful about developments in Kanpur.,2025-05-29 20:44:32.483598,user_5646,"Kanpur, Uttar Pradesh",LocalForum,392,98,hinglish
post_0577,Hyderabad market seems busy as usual.,2025-05-05 19:46:32.483617,user_2138,"Hyderabad, Telangana",Twitter,224,5,en
post_0578,Great initiative by local authorities for environment. #positivechange,2025-05-06 09:02:32.483635,user_4674,"Ahmedabad, Gujarat",Instagram,353,45,hi
post_0579,Just observing the situation regarding pollution in Hyderabad.,2025-05-27 18:25:32.483655,user_5596,"Hyderabad, Telangana",LocalForum,327,61,hinglish
post_0580,Concerned about the rising theft in our area. #safety,2025-05-30 13:31:32.483674,user_7142,"Ahmedabad, Gujarat",Twitter,333,83,en
post_0581,Endless wait times at the Collectorate in Pune. #inefficiency,2025-05-17 00:37:32.483693,user_5249,"Pune, Maharashtra",Instagram,101,86,hinglish
post_0582,Weather in Patna is quite rainy today.,2025-05-11 16:04:32.483712,user_5178,"Patna, Bihar",LocalForum,109,50,en
post_0583,Feeling hopeful about developments in Indore.,2025-05-30 22:42:32.483731,user_8880,"Indore, Madhya Pradesh",Facebook,283,83,hinglish
post_0584,Indore में theft से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-21 01:47:32.483750,user_8230,"Indore, Madhya Pradesh",Instagram,72,18,hinglish
post_0585,Garbage not collected in East Delhi for a week. #swachhbharat?,2025-05-18 12:47:32.483769,user_1933,"Delhi, Delhi",Facebook,436,60,hinglish
post_0586,This new policy is a disaster for people in Mumbai.,2025-05-30 00:44:32.483787,user_1285,"Mumbai, Maharashtra",Twitter,264,63,en
post_0587,Weather in Kanpur is quite sunny today.,2025-06-01 08:09:32.483806,user_2762,"Kanpur, Uttar Pradesh",Facebook,488,58,hi
post_0588,No water supply in Indore for 3 days! #watercrisis @localMLA,2025-05-19 23:57:32.483824,user_9259,"Indore, Madhya Pradesh",LocalForum,475,7,hi
post_0589,बहुत अच्छा काम हो रहा है Ahmedabad में। #विकास,2025-05-31 23:15:32.483843,user_6717,"Ahmedabad, Gujarat",Facebook,424,54,en
post_0590,Weather in Bangalore is quite hot today.,2025-05-17 15:13:32.483862,user_6154,"Bangalore, Karnataka",Facebook,266,63,en
post_0591,No water supply in Bhopal for 3 days! #watercrisis @localMLA,2025-05-19 14:40:32.483880,user_1660,"Bhopal, Madhya Pradesh",Instagram,324,47,en
post_0592,Terrible traffic jam again in Kolkata. When will this be fixed? #civicissue,2025-05-14 03:58:32.483899,user_8851,"Kolkata, West Bengal",Facebook,416,72,hi
post_0593,Great initiative by local authorities for public safety. #positivechange,2025-05-04 23:57:32.483919,user_5577,"Delhi, Delhi",LocalForum,215,95,en
post_0594,Power outage for hours in Jaipur! This is unacceptable. @ কর্তৃপক্ষ,2025-06-02 00:16:32.483938,user_1342,"Jaipur, Rajasthan",Facebook,430,39,hinglish
post_0595,Power outage for hours in Kolkata! This is unacceptable. @ কর্তৃপক্ষ,2025-05-21 10:49:32.483956,user_7317,"Kolkata, West Bengal",LocalForum,46,14,en
post_0596,Concerned about the rising noise pollution in our area. #safety,2025-05-24 13:35:32.483974,user_7748,"Bangalore, Karnataka",Facebook,405,20,hi
post_0597,Just observing the situation regarding crime in Lucknow.,2025-05-15 02:41:32.483993,user_4740,"Lucknow, Uttar Pradesh",Facebook,178,3,en
post_0598,Power outage for hours in Indore! This is unacceptable. @ কর্তৃপক্ষ,2025-05-11 01:33:32.484012,user_1771,"Indore, Madhya Pradesh",LocalForum,405,75,hinglish
post_0599,Concerned about the rising stray animals in our area. #safety,2025-05-21 05:39:32.484031,user_1193,"Kolkata, West Bengal",Instagram,471,33,hinglish
post_0600,Great initiative by local authorities for infrastructure. #positivechange,2025-05-06 09:20:32.484050,user_5005,"Bangalore, Karnataka",Facebook,261,85,en
post_0601,This new policy is a disaster for people in Hyderabad.,2025-05-08 14:44:32.484069,user_7716,"Hyderabad, Telangana",Facebook,267,5,en
post_0602,Nagpur में बिजली की कटौती से जनता परेशान। #powercut,2025-05-08 00:42:32.484088,user_4451,"Nagpur, Maharashtra",Twitter,361,64,en
post_0603,Power outage for hours in Patna! This is unacceptable. @ কর্তৃপক্ষ,2025-05-08 19:12:32.484106,user_9333,"Patna, Bihar",Twitter,290,47,hi
post_0604,Terrible traffic jam again in Kanpur. When will this be fixed? #civicissue,2025-05-20 12:05:32.484124,user_6808,"Kanpur, Uttar Pradesh",Facebook,140,60,en
post_0605,Feeling hopeful about developments in Patna.,2025-05-27 15:15:32.484143,user_5976,"Patna, Bihar",LocalForum,189,7,en
post_0606,Attended a meeting about health services in Nagpur today.,2025-05-22 12:01:32.484161,user_5697,"Nagpur, Maharashtra",Instagram,294,84,hinglish
post_0607,Just observing the situation regarding power cuts in Kolkata.,2025-05-12 15:19:32.484180,user_6482,"Kolkata, West Bengal",LocalForum,309,8,en
post_0608,"The roads in Ward 11, Hyderabad are in pathetic condition. #badroads",2025-05-10 03:12:32.484199,user_5648,"Hyderabad, Telangana",Instagram,16,87,en
post_0609,"The roads in Ward 4, Bangalore are in pathetic condition. #badroads",2025-05-12 13:02:32.484218,user_1182,"Bangalore, Karnataka",Facebook,40,38,en
post_0610,Weather in Hyderabad is quite sunny today.,2025-05-20 21:15:32.484236,user_6002,"Hyderabad, Telangana",LocalForum,332,45,en
post_0611,Loving the new park in Pune! #community #goodgovernance,2025-05-21 07:21:32.484254,user_9210,"Pune, Maharashtra",Twitter,331,71,en
post_0612,Concerned about the rising noise pollution in our area. #safety,2025-05-25 11:16:32.484272,user_7588,"Jaipur, Rajasthan",Instagram,239,32,en
post_0613,This new policy is a disaster for people in Patna.,2025-05-21 01:33:32.484290,user_4321,"Patna, Bihar",Twitter,452,7,hi
post_0614,Concerned about the rising stray animals in our area. #safety,2025-05-08 18:38:32.484309,user_4741,"Chennai, Tamil Nadu",Twitter,492,46,en
post_0615,Thank you for addressing the traffic issue promptly!,2025-05-10 15:14:32.484330,user_2875,"Pune, Maharashtra",Instagram,337,17,hinglish
post_0616,Endless wait times at the Collectorate in Nagpur. #inefficiency,2025-06-01 04:31:32.484350,user_4744,"Nagpur, Maharashtra",Instagram,126,35,hi
post_0617,This new policy is a disaster for people in Chennai.,2025-05-16 03:42:32.484369,user_2774,"Chennai, Tamil Nadu",LocalForum,411,39,en
post_0618,Loving the new park in Jaipur! #community #goodgovernance,2025-05-13 15:28:32.484388,user_1331,"Jaipur, Rajasthan",Instagram,377,14,hi
post_0619,बहुत अच्छा काम हो रहा है Kolkata में। #विकास,2025-05-25 01:59:32.484407,user_6054,"Kolkata, West Bengal",Twitter,284,73,en
post_0620,Nagpur market seems busy as usual.,2025-05-31 13:50:32.484426,user_5658,"Nagpur, Maharashtra",Instagram,117,72,en
post_0621,Loving the new park in Jaipur! #community #goodgovernance,2025-05-09 01:33:32.484445,user_1770,"Jaipur, Rajasthan",Facebook,83,69,hi
post_0622,Great initiative by local authorities for environment. #positivechange,2025-05-06 11:59:32.484463,user_2628,"Indore, Madhya Pradesh",Facebook,165,2,en
post_0623,Forwarded as received: all schools closing tomorrow in Patna! Is this true?,2025-05-18 00:59:32.484482,user_5008,"Patna, Bihar",Twitter,267,34,en
post_0624,They are saying a secret plan is underway about the outsiders in Bhopal.,2025-05-23 07:06:32.484501,user_8980,"Bhopal, Madhya Pradesh",Twitter,462,89,en
post_0625,This new policy is a disaster for people in Bangalore.,2025-05-28 11:12:32.484519,user_5318,"Bangalore, Karnataka",Instagram,408,22,en
post_0626,Feeling hopeful about developments in Ahmedabad.,2025-05-10 02:33:32.484538,user_2130,"Ahmedabad, Gujarat",Facebook,145,35,en
post_0627,Concerned about the rising noise pollution in our area. #safety,2025-05-30 19:06:32.484556,user_3120,"Thane, Maharashtra",Instagram,436,29,en
post_0628,Loving the new park in Kanpur! #community #goodgovernance,2025-05-05 20:27:32.484575,user_2823,"Kanpur, Uttar Pradesh",Facebook,450,66,hinglish
post_0629,Lucknow market seems busy as usual.,2025-05-05 20:46:32.484593,user_6160,"Lucknow, Uttar Pradesh",Instagram,62,22,en
post_0630,Just observing the situation regarding traffic in Bhopal.,2025-05-25 21:13:32.484612,user_2141,"Bhopal, Madhya Pradesh",Instagram,99,32,en
post_0631,Just observing the situation regarding pollution in Patna.,2025-05-10 01:27:32.484630,user_7583,"Patna, Bihar",LocalForum,155,36,hi
post_0632,This new policy is a disaster for people in Ahmedabad.,2025-05-27 04:24:32.484648,user_5928,"Ahmedabad, Gujarat",LocalForum,192,46,hinglish
post_0633,Feeling hopeful about developments in Hyderabad.,2025-05-13 13:32:32.484667,user_4273,"Hyderabad, Telangana",Facebook,443,17,en
post_0634,Terrible traffic jam again in Chennai. When will this be fixed? #civicissue,2025-05-06 05:18:32.484685,user_2829,"Chennai, Tamil Nadu",Instagram,63,68,en
post_0635,बहुत अच्छा काम हो रहा है Ahmedabad में। #विकास,2025-05-26 06:13:32.484704,user_4699,"Ahmedabad, Gujarat",LocalForum,439,75,hinglish
post_0636,Power outage for hours in Mumbai! This is unacceptable. @ কর্তৃপক্ষ,2025-05-28 07:30:32.484722,user_6744,"Mumbai, Maharashtra",Instagram,364,49,hinglish
post_0637,Just observing the situation regarding power cuts in Lucknow.,2025-05-28 08:37:32.484741,user_1442,"Lucknow, Uttar Pradesh",Facebook,66,74,hinglish
post_0638,Endless wait times at the Collectorate in Bangalore. #inefficiency,2025-05-21 04:35:32.484759,user_8597,"Bangalore, Karnataka",Twitter,362,63,en
post_0639,Nagpur market seems busy as usual.,2025-05-06 22:10:32.484777,user_3309,"Nagpur, Maharashtra",Facebook,314,14,hi
post_0640,Loving the new park in Delhi! #community #goodgovernance,2025-05-12 22:24:32.484795,user_3169,"Delhi, Delhi",Instagram,124,36,hinglish
post_0641,Pune में theft से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-24 03:26:32.484814,user_7789,"Pune, Maharashtra",LocalForum,195,17,en
post_0642,Power outage for hours in Delhi! This is unacceptable. @ কর্তৃপক্ষ,2025-05-05 23:12:32.484833,user_9988,"Delhi, Delhi",Instagram,76,58,en
post_0643,Concerned about the rising theft in our area. #safety,2025-05-18 12:44:32.484852,user_4807,"Chennai, Tamil Nadu",Facebook,495,21,hinglish
post_0644,Terrible traffic jam again in Lucknow. When will this be fixed? #civicissue,2025-05-30 03:24:32.484870,user_3352,"Lucknow, Uttar Pradesh",Instagram,396,33,en
post_0645,Just observing the situation regarding waste management in Kolkata.,2025-05-20 10:08:32.484889,user_6498,"Kolkata, West Bengal",LocalForum,342,50,hinglish
post_0646,This new policy is a disaster for people in Chennai.,2025-05-30 22:27:32.484908,user_2439,"Chennai, Tamil Nadu",Twitter,108,50,hinglish
post_0647,Attended a meeting about public safety in Ahmedabad today.,2025-05-07 15:40:32.484926,user_1382,"Ahmedabad, Gujarat",Twitter,491,20,en
post_0648,Just observing the situation regarding traffic in Bhopal.,2025-05-21 21:22:32.484945,user_5931,"Bhopal, Madhya Pradesh",Instagram,498,0,hinglish
post_0649,Thank you for addressing the power cuts issue promptly!,2025-05-05 08:26:32.484963,user_6004,"Patna, Bihar",Twitter,110,97,hinglish
post_0650,Feeling hopeful about developments in Indore.,2025-05-23 04:10:32.484981,user_7652,"Indore, Madhya Pradesh",Twitter,272,98,en
post_0651,Concerned about the rising illegal construction in our area. #safety,2025-05-05 14:21:32.485000,user_7905,"Jaipur, Rajasthan",Facebook,274,36,en
post_0652,This new policy is a disaster for people in Thane.,2025-05-26 11:53:32.485018,user_2307,"Thane, Maharashtra",Instagram,4,16,en
post_0653,They are saying a secret plan is underway about the outsiders in Bhopal.,2025-05-29 04:07:32.485038,user_4730,"Bhopal, Madhya Pradesh",Twitter,63,90,en
post_0654,This new policy is a disaster for people in Pune.,2025-05-13 06:50:32.485056,user_2708,"Pune, Maharashtra",Twitter,46,11,en
post_0655,Terrible traffic jam again in Lucknow. When will this be fixed? #civicissue,2025-05-11 11:07:32.485075,user_7538,"Lucknow, Uttar Pradesh",Twitter,486,91,hinglish
post_0656,Power outage for hours in Bhopal! This is unacceptable. @ কর্তৃপক্ষ,2025-05-28 15:05:32.485093,user_2960,"Bhopal, Madhya Pradesh",Twitter,45,11,hinglish
post_0657,Loving the new park in Hyderabad! #community #goodgovernance,2025-05-27 15:10:32.485112,user_5761,"Hyderabad, Telangana",Facebook,303,51,hinglish
post_0658,Thank you for addressing the power cuts issue promptly!,2025-05-27 09:03:32.485131,user_6347,"Indore, Madhya Pradesh",Instagram,101,74,en
post_0659,Attended a meeting about education in Thane today.,2025-06-01 08:38:32.485150,user_5494,"Thane, Maharashtra",Facebook,410,74,hi
post_0660,Thank you for addressing the crime issue promptly!,2025-05-08 13:11:32.485168,user_4536,"Indore, Madhya Pradesh",Twitter,178,52,hinglish
post_0661,This new policy is a disaster for people in Chennai.,2025-05-19 14:33:32.485187,user_2970,"Chennai, Tamil Nadu",Facebook,174,3,en
post_0662,Attended a meeting about environment in Bangalore today.,2025-05-26 19:26:32.485206,user_4119,"Bangalore, Karnataka",Facebook,328,71,hinglish
post_0663,No water supply in Indore for 3 days! #watercrisis @localMLA,2025-05-13 19:44:32.485225,user_3384,"Indore, Madhya Pradesh",Instagram,368,96,en
post_0664,Thank you for addressing the water shortage issue promptly!,2025-05-25 13:23:32.485243,user_6442,"Kolkata, West Bengal",Facebook,442,68,hi
post_0665,Endless wait times at the Municipal Office in Indore. #inefficiency,2025-05-20 17:15:32.485262,user_2724,"Indore, Madhya Pradesh",Twitter,286,79,en
post_0666,Forwarded as received: free money distribution in Jaipur! Is this true?,2025-05-15 10:32:32.485281,user_6845,"Jaipur, Rajasthan",Facebook,170,66,en
post_0667,Chennai में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-11 22:19:32.485303,user_1276,"Chennai, Tamil Nadu",Facebook,463,75,en
post_0668,Heard a rumor that a natural disaster warning is happening in Jaipur. Can anyone confirm? #fakenewsalert,2025-05-31 23:37:32.485322,user_1695,"Jaipur, Rajasthan",Instagram,285,56,hinglish
post_0669,Just observing the situation regarding crime in Hyderabad.,2025-05-03 17:26:32.485340,user_8537,"Hyderabad, Telangana",Instagram,263,25,hi
post_0670,Terrible traffic jam again in Nagpur. When will this be fixed? #civicissue,2025-05-17 00:54:32.485358,user_9733,"Nagpur, Maharashtra",Instagram,134,66,en
post_0671,Kanpur market seems busy as usual.,2025-06-02 04:36:32.485377,user_7144,"Kanpur, Uttar Pradesh",Twitter,398,36,hi
post_0672,Just observing the situation regarding waste management in Bangalore.,2025-05-21 00:53:32.485395,user_9068,"Bangalore, Karnataka",LocalForum,187,72,en
post_0673,Feeling hopeful about developments in Bhopal.,2025-06-02 04:26:32.485414,user_4175,"Bhopal, Madhya Pradesh",Twitter,22,8,hinglish
post_0674,Terrible traffic jam again in Delhi. When will this be fixed? #civicissue,2025-05-31 18:47:32.485432,user_8427,"Delhi, Delhi",Instagram,413,94,en
post_0675,Delhi में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-27 21:26:32.485451,user_4655,"Delhi, Delhi",Instagram,258,13,hinglish
post_0676,Loving the new park in Thane! #community #goodgovernance,2025-05-05 19:16:32.485470,user_6409,"Thane, Maharashtra",Instagram,44,60,en
post_0677,Power outage for hours in Indore! This is unacceptable. @ কর্তৃপক্ষ,2025-05-15 02:45:32.485494,user_6185,"Indore, Madhya Pradesh",Twitter,423,16,hi
post_0678,Just observing the situation regarding power cuts in Ahmedabad.,2025-05-11 06:19:32.485513,user_8547,"Ahmedabad, Gujarat",Facebook,143,59,hi
post_0679,Attended a meeting about education in Pune today.,2025-06-01 06:35:32.485531,user_3555,"Pune, Maharashtra",Facebook,289,38,hinglish
post_0680,Garbage not collected in East Kanpur for a week. #swachhbharat?,2025-05-31 00:38:32.485550,user_5727,"Kanpur, Uttar Pradesh",Facebook,381,54,hinglish
post_0681,Thank you for addressing the pollution issue promptly!,2025-05-06 10:32:32.485567,user_8398,"Pune, Maharashtra",LocalForum,52,38,en
post_0682,This new policy is a disaster for people in Mumbai.,2025-06-01 15:20:32.485584,user_6789,"Mumbai, Maharashtra",LocalForum,436,12,hi
post_0683,Concerned about the rising illegal construction in our area. #safety,2025-05-12 13:08:32.485601,user_8480,"Delhi, Delhi",LocalForum,280,85,hi
post_0684,Weather in Hyderabad is quite sunny today.,2025-05-16 09:38:32.485618,user_7687,"Hyderabad, Telangana",Instagram,445,73,en
post_0685,Terrible traffic jam again in Indore. When will this be fixed? #civicissue,2025-05-24 04:53:32.485635,user_2589,"Indore, Madhya Pradesh",Instagram,51,19,hinglish
post_0686,बहुत अच्छा काम हो रहा है Hyderabad में। #विकास,2025-05-15 18:11:32.485652,user_7555,"Hyderabad, Telangana",Facebook,365,52,hinglish
post_0687,Terrible traffic jam again in Patna. When will this be fixed? #civicissue,2025-05-09 17:39:32.485669,user_7846,"Patna, Bihar",LocalForum,259,76,en
post_0688,Mumbai market seems busy as usual.,2025-05-06 09:53:32.485686,user_6585,"Mumbai, Maharashtra",Instagram,11,30,hinglish
post_0689,Jaipur market seems busy as usual.,2025-05-20 06:43:32.485704,user_8927,"Jaipur, Rajasthan",Twitter,353,74,en
post_0690,"The roads in Ward 12, Thane are in pathetic condition. #badroads",2025-05-24 20:12:32.485721,user_8758,"Thane, Maharashtra",Twitter,440,94,hinglish
post_0691,Forwarded as received: all schools closing tomorrow in Bhopal! Is this true?,2025-05-16 14:29:32.485739,user_7352,"Bhopal, Madhya Pradesh",Instagram,342,87,hinglish
post_0692,Hyderabad में theft से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-16 00:20:32.485757,user_3437,"Hyderabad, Telangana",Facebook,324,43,en
post_0693,Feeling hopeful about developments in Lucknow.,2025-05-08 21:04:32.485773,user_3624,"Lucknow, Uttar Pradesh",LocalForum,106,18,en
post_0694,Great initiative by local authorities for health services. #positivechange,2025-05-25 06:17:32.485795,user_6571,"Mumbai, Maharashtra",Twitter,99,81,en
post_0695,Thank you for addressing the waste management issue promptly!,2025-05-18 13:48:32.485813,user_3224,"Nagpur, Maharashtra",Facebook,197,55,hi
post_0696,Pune में stray animals से परेशान हूँ। कोई सुनवाई नहीं।,2025-05-21 13:24:32.485830,user_9662,"Pune, Maharashtra",Twitter,217,28,en
post_0697,Bhopal market seems busy as usual.,2025-06-01 08:06:32.485847,user_7318,"Bhopal, Madhya Pradesh",Facebook,22,84,hi
post_0698,Lucknow में बिजली की कटौती से जनता परेशान। #powercut,2025-05-12 21:48:32.485865,user_4607,"Lucknow, Uttar Pradesh",LocalForum,363,10,hinglish
post_0699,Loving the new park in Bangalore! #community #goodgovernance,2025-05-17 04:14:32.485882,user_5888,"Bangalore, Karnataka",Facebook,93,72,hi
post_0700,Great initiative by local authorities for health services. #positivechange,2025-05-12 12:42:32.485900,user_6842,"Patna, Bihar",Twitter,139,36,hi
post_0701,Thank you for addressing the crime issue promptly!,2025-05-23 15:24:32.485917,user_6621,"Ahmedabad, Gujarat",Instagram,303,27,hinglish
post_0702,Bhopal में बिजली की कटौती से जनता परेशान। #powercut,2025-05-25 05:14:32.485935,user_2519,"Bhopal, Madhya Pradesh",Instagram,145,77,en
post_0703,They are saying a secret plan is underway about the the government in Hyderabad.,2025-05-30 20:20:32.485952,user_6574,"Hyderabad, Telangana",Instagram,488,12,en
post_0704,Feeling hopeful about developments in Indore.,2025-05-16 03:48:32.485970,user_5424,"Indore, Madhya Pradesh",Facebook,165,74,en
post_0705,This new policy is a disaster for people in Pune.,2025-05-11 08:39:32.485987,user_3016,"Pune, Maharashtra",Instagram,99,86,hinglish
post_0706,They are saying a secret plan is underway about the the government in Bangalore.,2025-05-20 19:27:32.486005,user_4976,"Bangalore, Karnataka",Twitter,215,7,hinglish
post_0707,Loving the new park in Kolkata! #community #goodgovernance,2025-05-27 04:43:32.486023,user_8170,"Kolkata, West Bengal",Twitter,27,69,hi
post_0708,Loving the new park in Hyderabad! #community #goodgovernance,2025-05-21 20:40:32.486040,user_1539,"Hyderabad, Telangana",Facebook,487,53,en
post_0709,Concerned about the rising noise pollution in our area. #safety,2025-05-12 07:25:32.486057,user_1234,"Patna, Bihar",Facebook,226,12,hinglish
post_0710,Nagpur में बिजली की कटौती से जनता परेशान। #powercut,2025-05-08 15:07:32.486781,user_2673,"Nagpur, Maharashtra",Instagram,52,43,hi
post_0711,Endless wait times at the Municipal Office in Chennai. #inefficiency,2025-05-18 11:51:32.486801,user_4748,"Chennai, Tamil Nadu",Twitter,101,23,hi
post_0712,Feeling hopeful about developments in Kanpur.,2025-05-31 10:44:32.486818,user_8011,"Kanpur, Uttar Pradesh",Instagram,397,9,en
post_0713,Terrible traffic jam again in Delhi. When will this be fixed? #civicissue,2025-05-31 05:14:32.486836,user_3661,"Delhi, Delhi",Facebook,16,11,en
post_0714,Heard a rumor that a new lockdown is happening in Kanpur. Can anyone confirm? #fakenewsalert,2025-05-11 12:37:32.486855,user_9931,"Kanpur, Uttar Pradesh",Facebook,377,59,en
post_0715,Thank you for addressing the water shortage issue promptly!,2025-05-08 03:00:32.486872,user_4923,"Delhi, Delhi",LocalForum,118,27,hi
post_0716,Attended a meeting about education in Mumbai today.,2025-05-17 17:44:32.486889,user_3745,"Mumbai, Maharashtra",Instagram,459,26,en
post_0717,Terrible traffic jam again in Kanpur. When will this be fixed? #civicissue,2025-05-11 11:19:32.486907,user_6818,"Kanpur, Uttar Pradesh",Twitter,174,93,en
post_0718,Concerned about the rising noise pollution in our area. #safety,2025-05-25 06:24:32.486924,user_5063,"Kolkata, West Bengal",Twitter,223,24,en
post_0719,Concerned about the rising stray animals in our area. #safety,2025-06-01 09:03:32.486945,user_3566,"Pune, Maharashtra",LocalForum,243,56,hinglish
post_0720,Power outage for hours in Patna! This is unacceptable. @ কর্তৃপক্ষ,2025-05-03 20:45:32.486962,user_1719,"Patna, Bihar",LocalForum,42,99,hi
post_0721,Heard a rumor that a celebrity visit is happening in Bhopal. Can anyone confirm? #fakenewsalert,2025-05-21 01:25:32.486980,user_5402,"Bhopal, Madhya Pradesh",LocalForum,456,31,en
post_0722,Terrible traffic jam again in Indore. When will this be fixed? #civicissue,2025-05-23 00:28:32.486997,user_9835,"Indore, Madhya Pradesh",Instagram,103,66,hinglish
